Day,0,1,2,3,4,5
,1425.978172,3305.034742,5594.5407,2531.520848,3649.143932,4601.049361
,4541.142687,1091.407046,1950.723911,3102.364489,6011.319638,2519.250706
,4222.675595,2307.059626,4345.649636,2413.642805,4438.057848,1477.243669
,3071.460301,5736.007114,5249.365359,5354.374612,1180.617438,1112.929181
,5453.208886,4191.943842,5564.194623,1386.081531,1334.36743,4806.883162
,1027.070326,1257.654822,4826.580641,2986.860415,4564.310631,3911.045826
,2563.953639,5938.357806,1890.918373,5399.295061,5550.348156,2125.558622
,5791.444935,4996.542721,5444.133038,2127.29023,1180.41367,1728.058596
,3817.200009,5647.815458,3983.55143,5902.622392,4819.300872,1948.571704
,2632.910864,1802.743063,3984.020946,1796.370917,5671.848195,5998.305379
,2516.710965,6104.342008,1272.274078,3985.35827,3930.627508,5012.981559
,4729.533754,1230.916719,2245.264798,5271.687034,1143.885361,1768.469175
,5087.498897,4110.729481,2476.966064,3275.975482,4350.826813,5739.945484
,5438.77297,4206.8374,5559.971315,2874.56882,5130.503207,3021.168073
,4476.784176,2474.981137,4479.171853,1440.295964,4236.951326,1197.07116
,3557.988537,4411.79475,1313.87818,5493.923499,2939.192868,2389.109597
,2777.890548,1192.319341,1193.379569,2009.073078,5329.99527,1303.841051
,1963.976411,2429.146405,3691.439313,2352.740853,5640.103181,6016.080859
,5339.827361,5272.650235,3776.117131,2972.659145,5291.129174,4820.9723
,2800.95298,5266.303601,5102.692322,4904.196052,5918.727084,6095.955188
,4722.131605,4287.943823,5562.584606,6122.725224,5683.168266,5586.587407
,3813.492142,5878.655593,3214.12178,1820.964489,1999.708643,3163.40089
,1663.081896,2087.496901,3380.598118,4767.475834,2683.982382,5336.124779
,5224.991818,2483.950193,3848.006824,5140.083473,4424.688002,5535.144153
,4881.85778,3879.843506,1659.43883,5619.240845,1360.712505,3956.815362
,4233.991206,5683.955938,2081.697239,1656.622231,4628.479264,2013.207451
,2574.931265,4121.472971,1027.367266,5156.099849,5149.222832,1902.345031
,4004.148797,3408.192046,4727.446653,4881.887897,1147.210146,2458.688276
,5466.423161,4155.146158,2454.226051,2698.14724,5768.108956,2666.482492
,5938.987062,5996.336108,4373.582721,5143.132265,3535.351821,2147.833464
,3326.548327,5852.341939,3851.460988,2671.049812,4885.320322,2804.357837
,1314.236732,5659.022676,2118.637133,5660.534212,6112.638884,1706.075303
,2609.479433,4298.590345,4605.330413,4044.014407,2762.604657,5147.661212
,2401.21363,2157.174369,3352.359877,2046.178942,5806.020566,4639.635288
,1302.349486,4257.23777,5180.21756,2067.830936,3884.226945,2871.853561
,5608.652488,5306.572764,5223.340158,1917.701264,3171.632244,3014.02462
,3750.148651,1031.569151,5520.973858,1156.584475,5960.680543,1956.182616
,1893.802208,5687.07439,5007.988219,2442.289875,1304.439208,4885.636955
,2444.761889,5827.61691,5958.791643,6023.365659,4583.241327,2287.027056
,3735.811114,2820.548675,2218.061998,3012.934952,5276.925304,4902.448031
,2358.948555,5356.585322,4220.397747,2130.472779,6087.625664,1964.088064
,1072.781336,2925.034738,5839.976666,3136.787142,5990.01754,2642.284139
,3324.542313,4724.72691,2551.142699,5490.24461,1263.593082,1666.293503
,4519.792421,4534.826212,5948.339936,3269.523097,2813.074561,4912.045802
,3431.718609,4580.918611,3925.239984,3868.219174,4836.659773,3390.791537
,2825.346772,4624.163089,2204.015662,1357.06401,2887.602405,3096.724868
,1128.37108,3199.612499,1125.982764,2979.249928,3960.666493,2671.979163
,1183.818175,3843.869333,4877.828524,1686.950131,4281.524425,4612.145832
,2849.977096,3603.741695,3271.902504,4286.513238,2061.173519,3927.731058
,2773.952664,4472.996341,3502.303625,3070.917196,3115.402074,4508.145088
,6105.752024,2143.967027,5771.164934,2225.742492,1037.658863,5021.239512
,4827.79275,5287.498443,2450.099829,2440.957611,1533.154682,5732.73583
,4338.585334,1577.084398,2941.49167,4884.786857,2130.422932,1589.346154
,1883.125548,4638.91053,4840.115817,2245.375721,1119.570273,4239.101329
,5164.356806,2280.834672,5906.638395,5112.450476,5529.32355,3166.802473
,1912.550672,3195.947147,1908.096418,2915.003205,4988.787438,3335.704446
,5632.076534,4579.487418,1632.129163,4378.88251,4854.903847,3269.500566
,2723.317679,3981.111282,1680.31025,1267.394391,1505.576647,6033.392108
,5450.810666,4321.648239,5290.672067,3162.105147,5673.074149,2993.699697
,2999.521004,1751.348408,2176.776104,2168.210889,4860.614042,1889.043537
,4208.141627,3447.904981,3649.867373,1289.4107,2799.093177,4408.103064
,5797.47762,2480.616733,1584.507011,6049.50535,1308.121837,2546.451946
,3852.380784,5145.540212,4986.926021,1788.253064,3898.457341,1867.877045
,6022.464024,1135.614717,5443.951646,1862.959986,1669.798743,5275.992208
,3961.483831,1980.96568,3449.057206,3219.43235,5548.346314,4697.491204
,2329.606764,4082.549703,5828.699117,2165.667614,4475.337623,2431.132941
,3283.209036,5654.55003,2159.795145,3076.670905,1684.639311,2682.332861
,1675.954362,1175.425028,2030.873697,1340.523216,2352.533485,4573.920262
,2722.644586,3732.701025,2414.238188,1702.073753,4156.185698,2560.672383
,3441.529243,2110.563985,1819.023361,3195.373264,2298.162798,1252.460567
,2597.689025,2814.681769,5858.280963,4227.975202,3862.242935,3266.014014
,4090.670813,1205.099332,2165.635457,2167.693285,4576.191176,2426.140554
,5465.68174,5837.368952,1808.478327,1686.56399,2065.112745,2182.646667
,5881.073846,2445.195737,3673.003989,2075.144255,1697.450637,5527.249019
,2066.116148,1866.378943,5529.417311,1163.862541,5798.991121,5951.51984
,6019.283235,5480.372537,5146.50411,5471.00966,1150.728453,2015.614846
,2653.375041,5836.831546,4145.691358,3896.886208,1174.982909,2806.022637
,2487.724096,3441.798114,5688.5045,2987.788691,2651.632362,3327.775114
,1183.586699,4619.109926,5143.890583,2169.360329,3781.904262,3075.437517
,1850.730699,3970.309114,2894.51812,4314.061723,5485.253999,4618.572924
,3469.354386,2384.802935,6027.101349,2986.824251,4746.051791,1367.240919
,2074.578063,1029.387278,4061.769171,2959.970718,2802.566917,4217.51817
,6070.552637,4657.367019,3609.627692,5884.832728,4690.532716,6005.694317
,4292.947986,4057.873885,5521.462304,5909.012655,2442.263191,2682.971712
,1140.846111,2707.92207,3186.981331,3637.719675,5057.566438,4036.473636
,3512.509165,2171.079675,4576.149865,4463.671593,4170.454664,2871.156112
,3397.72934,5282.397961,1622.288604,4622.323429,1135.49097,2586.040082
,1298.163144,5160.190643,3297.379713,2563.191626,1366.51559,6089.649152
,3479.599037,1932.760997,1879.889018,4186.134998,3378.359279,1117.088423
,5326.517935,6057.656542,1978.603385,6048.930601,5108.648975,5558.539692
,4087.976548,4901.774134,6034.183373,1694.116769,1078.306941,3456.119981
,4461.768904,3711.782956,1692.55539,4367.011217,5700.96726,4580.996071
,3611.83425,1373.341798,3251.317989,5110.807209,2882.607757,5055.903974
,1115.347441,4256.393723,2309.255758,2872.629939,1523.534121,5268.945814
,6072.169609,4676.934411,4543.207013,5280.768633,1475.872467,5445.010148
,1160.476095,5838.526674,5106.002407,2752.573982,5700.805186,3571.317937
,5412.269635,2617.431367,5162.723129,4532.634777,2866.26949,3966.847267
,1195.783226,3667.458073,1166.436696,3524.142041,6101.081749,3577.19918
,5858.727593,2723.238446,3491.617312,1634.638326,1226.471101,3063.643783
,5137.066745,2110.995487,4875.294155,2462.456193,3691.275562,5185.987454
,4380.394273,1253.123985,4064.188041,6000.781479,3381.824189,1337.904807
,4327.920922,5932.517176,4127.699967,2589.496526,5108.257527,5219.625081
,1718.025726,5452.594839,1301.162128,4271.629667,1563.483159,3604.044184
,5014.529979,4086.01026,2615.498527,3785.034669,1526.112503,5632.577743
,3346.65242,4341.370964,1882.476499,1154.951504,2429.118903,2746.496286
,2386.515546,3102.516791,3470.029576,5230.530917,3210.6642,4607.061621
,4399.347722,3685.806973,4540.26749,4382.316767,3085.575112,5470.239209
,5034.410139,3065.87878,4846.632611,1819.744581,4517.525529,2802.665084
,2754.656653,1236.596948,2079.976274,1366.217022,2291.939965,1947.453666
,4590.241143,4670.887961,3690.698605,3315.618972,5717.765803,3805.057873
,4069.512945,2538.620441,2500.305526,1966.11776,2968.914432,1990.314877
,1800.015259,2343.078612,1468.838678,5630.039212,3209.382513,4803.757133
,3481.07337,4578.354123,3540.235771,1102.392318,5591.158202,5058.665571
,1175.053853,5867.415766,1554.149867,3695.45987,5488.463829,4787.187421
,4758.357956,5930.274783,2723.636347,1802.870055,2626.35864,4502.947374
,1431.860213,1324.961411,3142.382939,3385.463104,3931.692613,6033.945488
,2316.053199,3010.50052,4441.007058,3490.169879,5191.202626,1703.109022
,3125.990383,4139.269469,1454.517187,4479.234805,4394.558456,5178.779184
,1554.371181,4233.370237,3740.338133,5532.909838,3252.453628,5431.748661
,1291.230385,2908.769039,1382.76338,3410.093177,5314.497899,3130.969176
,3874.069427,4279.397944,2142.839843,1741.717367,1226.517697,1302.667813
,5119.647988,4187.215288,4087.585306,4086.318804,1428.85194,5347.036299
,3551.178483,2140.375162,1331.41898,2895.218859,4261.375825,4453.783141
,3117.367418,3059.796183,3459.511424,1236.621857,1084.797483,1581.557254
,4643.064224,4146.751141,2868.954932,1328.892854,5174.778336,2626.121576
,2294.366761,5471.073566,4689.148501,3764.729935,1154.101992,3275.170264
,1315.873962,6095.310957,2348.505244,5702.551118,4954.425657,2655.804813
,2400.314471,4962.449057,3389.145855,3365.342726,3101.968071,5516.464641
,2124.850542,6010.996157,1202.274425,1401.589778,4349.055379,3734.561675
,2925.482191,3570.540918,5333.052684,4958.468875,1954.045623,1111.654778
,1204.588676,2561.395846,5218.095645,4826.284064,2245.086181,2448.455036
,3452.153483,3644.589039,1298.547272,2942.76805,4004.062384,3483.194068
,1711.689318,1735.224285,4040.583837,5840.585308,4473.156043,4285.579532
,4688.86463,3867.692077,2695.759651,2563.258857,4162.576501,5255.805627
,3329.437163,2448.654911,4506.755122,5092.152965,3135.886104,1589.144007
,1742.545803,4983.063161,2782.228727,1146.532145,2248.198743,2916.704556
,1833.599733,4738.751555,5088.655778,2642.431972,3090.54482,5710.826321
,2796.499295,1880.745786,2817.374612,1897.407654,3947.413928,2771.429066
,1359.123722,2867.184972,2622.039918,1941.637173,3942.387999,6047.718405
,4821.687921,3880.167361,1089.764175,2399.564481,4073.138741,5159.591398
,1456.868568,2173.158906,5015.400553,1213.075111,2898.608186,3210.7992
,2516.191776,2378.75581,2231.190318,4650.251943,2910.856403,4298.592459
,2897.623895,2872.104381,2417.213336,4461.053239,3052.762581,4161.314081
,4358.374339,3068.177773,3842.389272,5896.35909,3776.337601,2573.719498
,2646.560328,5618.207118,2154.749142,3573.206374,3568.317002,2171.312937
,5817.349029,2605.114899,3292.728572,3730.210626,1878.512744,5683.299567
,5347.788484,3709.317611,2764.392148,2468.771741,2074.38238,1310.344563
,3896.459619,3698.67093,5104.077184,1416.977119,3343.382413,1655.729595
,5931.473799,4327.021186,3354.383021,2328.25142,2305.085224,3384.523962
,2904.37525,2468.267937,3845.373638,2322.76598,1572.804525,5092.707224
,5684.044118,3748.247452,3631.439929,1245.607257,3660.497827,5932.336781
,4755.747814,5611.556964,5168.072786,2455.711494,4068.062625,4953.519699
,3341.922303,5314.425667,4556.601781,5248.194368,4120.122691,1341.148568
,4615.548147,5475.009062,1315.300876,5121.378966,4985.306484,4522.349044
,4225.514409,2045.318361,1086.095942,4318.006797,5713.051495,3366.506789
,4158.216813,2333.617239,2828.29259,4383.77178,4023.383563,2083.41961
,1065.00055,5342.936013,2445.323821,6006.777537,4286.224769,5087.788432
,2978.64497,4230.074095,3133.39952,5817.229128,5958.565351,4158.440293
,2267.133864,4981.762661,5804.47239,2517.819037,4668.652799,2242.60167
,6123.835111,1963.013233,1252.707072,1315.647829,2454.621283,1204.001306
,4511.969155,5112.528069,2051.656252,1149.055782,3964.129504,5077.049278
,4228.054897,4956.132384,4668.01039,4883.42855,5646.933091,1297.58738
,1245.263644,1932.376423,5307.154642,5616.942239,1957.764518,3993.931915
,5159.126515,5351.117525,5112.245243,4048.944861,3226.274494,1651.730991
,4554.313593,2231.349616,5346.882253,2120.912434,4520.443903,4104.143345
,4726.270879,3013.350737,6039.115614,1973.835301,5897.640692,2637.643296
,2335.215056,5915.154165,1842.252014,2292.719646,5837.118392,3820.571706
,1159.703875,5719.207405,5597.896986,1666.9588,1529.273896,4660.090599
,3712.278282,1881.880392,4742.19148,3683.500769,6040.134771,3020.239371
,4061.615946,1169.805744,5033.150688,4750.328742,4276.979328,3312.987502
,2863.528224,3494.347175,2566.040896,5970.441305,3511.221728,5606.993143
,4801.740508,4051.890942,2841.757671,3424.599352,4934.453027,2883.222208
,1896.944163,4445.274384,1993.043609,3867.214831,5744.564447,2322.267977
,4241.826271,6007.643394,5903.120998,1935.812702,3093.068064,2659.254013
,1799.820718,3257.117386,2842.14975,2442.507515,2170.348605,1036.204436
,2867.284152,4503.904832,4879.546279,1847.625961,5528.813817,5088.89618
,5691.708292,1805.139804,3215.409899,5930.361914,5444.799787,4399.044142
,3641.290233,2042.251017,3389.157738,5624.400536,5258.464623,5542.650576
,4896.044579,3148.995442,2063.637262,5991.644083,2386.920205,1352.708914
,4628.262533,3062.147203,3661.762378,1999.077321,5146.273517,4675.728572
,5219.549054,3195.731081,5512.220988,2542.802346,1545.568654,2383.614539
,1025.577778,3767.081052,4452.725573,2589.645533,4473.07358,3431.65164
,4691.625121,2870.253578,3445.256888,3411.211475,2859.259233,5185.0279
,4165.430742,2545.23457,5665.098077,4409.214987,6011.718476,2083.652539
,4663.970907,2987.369995,3760.412226,2112.508187,4148.598928,1057.377413
,5212.668071,5515.43952,4966.442917,4109.644759,5742.195233,2194.566607
,3513.936988,2741.872106,1416.252268,1119.080648,4515.590942,1388.84922
,5670.94405,5576.606084,5918.671335,3902.452525,4880.862785,4329.981668
,5437.597561,3612.316868,2113.387228,2923.092885,1573.873675,3806.509591
,2852.889377,1114.628068,1496.589076,1863.432078,5945.50555,3216.365909
,3168.704527,4184.333579,4899.453742,5211.565561,4119.547953,4717.383766
,2919.533729,3038.754392,4101.659491,4773.703734,3498.933227,1710.832221
,1369.417183,5189.964434,1627.247651,2127.46397,2144.451131,1079.774382
,5745.885882,5625.129144,5725.960902,5991.349207,3434.018675,5313.618724
,5879.316573,4998.210691,3799.675124,3783.485142,3983.243414,4302.688187
,3622.099458,3894.854626,4157.086647,2838.146875,2746.893235,2867.922697
,1203.765604,5776.302043,4783.156428,4435.092258,4766.983161,1170.531939
,4675.876748,2664.646813,2739.611037,2325.235339,3135.614584,3639.478113
,2131.211816,2264.611359,3741.836157,5736.210048,1178.352966,1714.045935
,2567.025375,4459.471976,2006.279684,2181.596664,1229.336105,2808.467771
,1221.070833,5226.510417,1856.743191,2137.235219,3680.879304,4145.246902
,4078.66528,1569.849714,2547.19624,5635.89912,5400.683016,6023.223977
,3569.796139,1226.365174,5157.672654,5654.46244,5406.048745,2708.246549
,4815.378124,4353.754648,4382.431802,4159.455952,2904.061332,1480.408748
,3917.138701,1513.916002,4787.49193,4717.376558,1428.6405,5905.182235
,1023.018078,2681.249818,4736.908926,3885.220547,5491.165728,4172.629221
,3566.896669,3368.336401,2243.686365,3372.816142,1028.120013,2066.803661
,1681.283496,2768.879079,1240.246752,2198.470338,3065.796714,4247.009213
,5543.813179,2337.425316,2754.443651,2586.387208,3249.43267,3671.831243
,5404.591818,2204.079437,2496.709739,3001.405654,2504.936808,1663.771726
,4782.774524,3357.991949,6082.389335,5916.540635,4596.077814,3518.648704
,5498.286736,5034.291807,1620.624866,2657.852093,1339.010657,3615.250328
,1710.781628,2342.722391,2569.104191,6011.889301,1886.077227,2904.154863
,2983.312041,1457.521776,3813.186543,2749.960686,5856.891933,2515.757413
,3421.059181,1693.684975,1167.81253,1500.984005,3378.870423,2084.883428
,5176.329712,2008.218314,3964.409062,2199.109058,6005.775172,1504.687671
,1780.605182,4413.570652,5020.94992,3164.935547,5414.200982,4048.389197
,3724.775651,2777.621396,4155.338926,1953.131965,4579.574261,3703.37009
,5626.279463,1075.284457,3153.596016,3622.078993,2752.541728,2718.472647
,2402.037835,2891.599772,1682.692264,2366.078453,4717.464087,5985.862997
,2732.53365,1260.128803,2720.315099,4573.839768,4261.399308,4883.183958
,2639.523093,5768.688991,1728.77887,5849.18217,5696.023494,4244.814177
,4953.957904,3650.65079,3598.707724,2696.280411,5638.830039,2929.476517
,3387.915056,4489.169217,4309.041579,4996.520918,1630.773464,1352.39369
,5977.43524,1314.072594,3974.633931,4901.892475,5323.277566,3604.817987
,5444.977387,1317.324206,3337.358206,2109.775943,5728.441418,2089.063776
,4889.02559,4440.131082,1467.318378,3285.783496,3278.047384,3094.689093
,3073.908486,3589.008984,6007.91353,4839.178698,5689.855813,5859.222507
,1194.156713,2187.803782,3611.025018,4257.404668,5518.673236,4616.645919
,5940.965079,1309.841574,1760.848604,5834.640499,3682.191055,5942.616783
,5043.099042,5407.650694,3270.299966,2687.7393,4922.40694,1921.108207
,4297.449218,3928.016743,3954.27972,3718.119571,3180.936204,4202.027973
,3916.501903,3505.854107,1593.433755,2750.227256,5359.132546,1789.97292
,5882.629048,4571.995455,2277.749528,4972.504119,5570.933572,4752.304261
,5205.501343,2986.577178,4189.363637,3503.462503,5563.687854,2128.743906
,2658.099772,3613.961314,2744.247668,2613.026683,1992.631538,3678.416398
,5924.370247,6056.283255,4320.936475,2929.761905,4028.188956,2762.706697
,1811.56666,5772.195916,1478.032576,4855.08711,2589.571998,2150.02875
,2835.15286,3011.572131,1681.377927,5070.031415,4595.417251,4042.88226
,5132.010313,1843.946704,5881.301814,2260.592618,2868.463429,2515.564215
,3117.641561,5691.879694,5060.079412,4032.911927,2356.280993,3282.083605
,4053.788518,4364.035556,5133.39926,5767.265091,1513.081205,4614.77789
,3620.739413,3946.425169,3471.483046,3581.384639,3405.900994,1549.467439
,1769.814815,2112.825765,4739.117709,3864.61503,4847.588369,1603.390927
,3163.558765,5356.118869,5164.730467,5665.058192,2264.888501,5579.943952
,1343.119025,1297.063853,1899.00547,1528.514334,3334.401414,5451.344223
,3215.827417,2268.260806,1214.747187,1625.294139,3850.66593,5096.686622
,3366.931323,4035.310028,4546.436914,6083.878083,3412.809682,3072.357075
,5943.527597,1310.21717,4905.690249,3264.382329,3049.073345,4469.351488
,1477.900267,5462.367038,1772.858934,3001.217502,4790.524009,5543.00026
,1194.40921,4490.616527,3444.951322,2348.725109,4048.910355,2495.111725
,3597.803211,2651.882847,5498.167885,1260.602701,1953.565618,4761.738118
,4589.175612,1474.547006,1601.641083,1461.813459,3131.710127,4624.509868
,2716.104173,2789.251565,4214.040687,1610.264173,4555.624286,4026.557209
,4559.289532,3070.732054,1432.513071,2540.903544,1556.167371,2996.749724
,5170.364489,5709.637271,5365.243199,3493.817468,1699.625106,2690.043374
,5206.062906,2184.456391,5801.812913,4763.41593,5098.954089,5154.623928
,4389.722212,4711.010876,5628.392708,4209.302681,5590.530525,5535.721283
,4542.130805,4462.812924,2832.855958,1879.818309,2733.340565,5972.694944
,2238.895612,1035.611569,3404.929612,3217.652575,4047.853352,1568.108263
,3407.112471,5625.149982,4795.483654,4245.806354,2740.992099,4956.545013
,4377.233215,4242.832372,5296.251812,4426.21991,1291.705459,5036.668156
,5874.854269,1558.220388,3600.537594,4550.300949,3318.966929,5052.163363
,5424.844834,5222.385928,3454.291866,5524.014529,2123.715281,4521.057736
,2751.094484,4236.04645,4290.585693,4496.975937,5650.943531,1978.208569
,4937.750646,4353.978015,6093.186121,2062.088011,3307.94566,2173.707635
,4445.874819,3000.292716,1924.397512,4475.087863,1577.509549,4172.418802
,2307.721385,1153.922885,5147.440818,4440.896713,1663.449663,5854.877408
,1955.200857,4574.362893,4927.226216,3432.112055,2651.48753,4407.358436
,3299.866856,1355.651719,5709.816621,5450.076032,3268.852123,1478.406947
,2419.208212,1979.530563,3793.129363,3029.892689,1365.689368,2167.693825
,1569.79844,5015.927978,1883.326173,3384.439612,5729.885548,1652.390375
,1661.905697,3244.375407,2445.28685,5429.213125,2279.755708,1890.65655
,3355.953144,1806.243714,2286.894642,5505.096007,2995.710204,2689.701532
,2571.194598,1821.111225,3708.800337,1596.612127,1489.155613,4901.945661
,1441.006833,1771.642379,1030.210103,3069.057144,5860.839817,2540.831494
,4113.769383,1942.399672,4143.940931,5543.87833,3662.541543,4020.272018
,5564.429656,4481.596617,5580.408879,4454.996404,4982.466381,4505.929533
,3980.492011,1549.028005,5319.801276,4691.182135,2518.120491,4030.848239
,2344.312708,3498.175784,3370.258205,4226.10838,2339.541193,5914.857482
,3383.454866,4679.949965,4188.730003,3149.01929,5886.126897,4923.123266
,6022.664929,1055.402468,4091.674937,5042.050577,1847.954946,5736.668963
,5926.571385,5128.827934,5887.404355,1879.720377,1938.025625,3621.737636
,3564.467919,4327.825619,4531.925155,2564.634194,2193.485038,1346.406407
,6108.929447,4938.277057,5029.310284,3286.862298,5430.749205,3735.330028
,3782.116106,2640.590327,4213.058585,2755.095447,2385.79291,5111.464924
,2071.041879,3710.660656,1373.74053,3767.530985,2280.579903,4391.805643
,4698.591403,1812.316975,5571.716711,4531.218638,5260.443553,2848.037637
,3036.362805,3334.814567,4607.734701,2907.734356,5033.358886,2317.654621
,3567.152886,3880.85388,5432.337476,2593.098793,3059.571866,2195.251119
,5726.71292,5539.91829,2437.685045,4683.587595,1750.323524,1416.755899
,5489.21223,2137.30945,2314.397706,1173.110023,1927.915489,1028.748123
,2704.137865,5463.569538,4518.037824,1428.526325,5271.426125,3068.129236
,1085.193644,3019.615633,3584.462234,1639.51133,5398.508427,5881.849351
,4018.599575,1257.597571,4128.199508,4027.164421,3705.621857,2109.977746
,1926.756712,5616.708914,3758.850309,3012.337615,3729.007353,4626.481569
,2595.154989,1943.663192,5818.542344,1397.159353,2819.326971,5996.886863
,4931.521165,4530.962855,5779.211698,2909.459404,5876.593831,3012.748454
,3918.387026,1798.194251,2036.523476,1148.477654,2758.423372,5260.863839
,2269.360109,3284.089747,2739.720117,1867.70571,3877.852302,4733.982672
,5596.650996,5567.357678,5240.384518,3495.135382,2370.208643,4337.387669
,4748.014386,1350.391089,4777.586102,5786.455976,3107.012739,1690.123109
,4884.721078,4185.592825,1114.873538,5405.874671,4785.005788,3435.47819
,3535.578494,4446.85424,4025.796236,3750.936665,3765.545436,4408.038782
,5109.46095,4776.5465,2357.619197,5758.279033,2322.869408,2574.650293
,3842.88855,5687.142202,6104.430355,2896.936123,1553.591692,5913.395708
,1333.308008,1756.096398,1505.670864,3733.988278,1869.741265,5022.927874
,2662.912231,1118.007757,6003.139628,2976.971073,2640.167159,4894.249798
,2074.791825,2604.030688,4653.37848,5106.81047,3152.51801,5204.021275
,2817.505176,1345.51922,2853.177756,2161.664807,2254.382942,3405.23065
,5803.020625,5658.647833,5533.819275,2046.277433,5582.068932,3552.176019
,4136.82325,3379.661273,3186.190329,2333.38954,2054.626971,3922.548238
,5858.300179,5082.453343,1749.934825,2738.880516,4377.357543,2920.204959
,3794.714222,4898.554914,3319.998039,4785.60858,4838.565707,4655.309039
,1886.510038,4214.471958,5827.682715,3985.076691,5931.69735,4433.933412
,1247.807406,4908.064551,2438.193723,5200.629497,5654.050355,4492.78849
,5938.579846,2600.926155,5441.483418,5848.763788,2927.476012,2280.554207
,5796.585085,3261.468988,1446.96549,3823.403475,5143.062147,1118.003233
,2338.585896,1643.093432,5353.091577,3067.211574,5316.436636,1859.45093
,2137.512984,1302.569352,2136.835226,4862.421994,3216.036479,5974.369608
,4312.235493,4373.737592,2224.395923,2817.422922,3662.323669,3365.875833
,6020.629502,3291.13148,3134.627087,4878.3875,2669.793674,4420.89966
,5914.367217,2543.377944,3940.050098,2310.902083,1501.366082,5439.105936
,4735.52749,5114.975481,4097.602839,4938.053006,6029.220448,3059.168929
,5776.275459,1137.469874,4521.109695,5696.34774,3755.860189,5149.003029
,1811.175038,4049.947995,4640.04816,2060.917205,1884.71058,3486.615059
,4200.565995,2740.368652,4708.171968,3530.420244,3799.758739,1832.596218
,4337.026353,5519.993972,4295.909593,5089.975656,1214.014895,3969.949381
,2896.454865,4257.75664,3748.898575,5501.708363,5419.546383,3250.798512
,1652.728703,3390.698355,4666.578072,2048.758414,2132.188943,3337.552828
,2709.446759,3414.411557,1809.270933,3628.580269,3970.763834,4570.459015
,3488.797203,3937.270495,3865.229254,3385.579577,5919.849597,4581.873201
,1452.450624,1455.186541,2844.667876,4427.784509,5098.480654,3974.335249
,4790.646968,4649.955787,3631.693032,6108.253367,2806.79717,4853.43079
,2549.625128,1710.1248,4896.298058,4389.809902,4554.188787,5668.71955
,5447.635729,5762.056478,3467.036954,5306.353699,4584.500283,4683.752289
,5355.778667,1194.597768,3518.584419,5067.505172,3622.263427,3663.26457
,4286.881823,3613.29849,4263.341214,1314.584594,4042.281917,1910.420812
,2368.397422,1118.332275,5277.544832,4428.755037,1234.695974,2732.028117
,2151.578598,2057.670278,2059.246563,1949.140238,2986.929781,4689.004026
,3251.410081,5922.442398,3896.959354,1752.000185,4988.481856,5121.977719
,5975.466029,1529.197652,3103.005775,2681.547778,5462.192796,4039.93453
,3474.037724,2669.915949,3679.392489,3796.355278,3393.303145,1139.868133
,5146.323621,1581.606364,5620.36339,5445.439722,4482.776686,3863.655591
,5444.946978,4095.941339,2495.635739,6113.111149,5920.468139,5545.525892
,3817.707514,4338.223998,1970.865242,5603.293097,1281.215653,6072.555783
,1792.718088,1030.686784,5656.222922,3627.962433,2266.524347,5400.126038
,4428.856126,5593.889629,1484.902055,1947.854765,1266.50558,1044.87474
